resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,fastestLapTime_seg,year,round,circuitId,name,date,time_race,url,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,driverRef,number_driver,code,forename,surname,dob,nationality,url_driver,constructorRef,name_constructor,nationality_constructor,url_constructor,circuitRef,name_circuit,location,country,lat,lng,alt,url_circuit,status,url_season,position_quali,q1_seg,q2_seg,q3_seg,points_standing,position_standing,wins,points_sprint,position_sprint,points_constructor_standing,position_constructor_standing,wins_constructor_standing,points_constructor_result
21204,858,817,164,22.0,20,,R,21,0.0,48,,,35.0,21.0,1:48.274,184.664,26,108.274,2011,18,24,Abu Dhabi Grand Prix,2011-11-13,13:00:00,http://en.wikipedia.org/wiki/2011_Abu_Dhabi_Grand_Prix,,,,,,,,,,,ricciardo,3.0,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo,hrt,HRT,Spanish,http://en.wikipedia.org/wiki/Hispania_Racing,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,http://en.wikipedia.org/wiki/Yas_Marina_Circuit,Mechanical,http://en.wikipedia.org/wiki/2011_Formula_One_season,21.0,104.64099999999999,,,0.0,27.0,0.0,,,0.0,11.0,0.0,0.0
21205,858,67,5,18.0,13,,R,22,0.0,19,,,17.0,18.0,1:47.094,186.699,9,107.094,2011,18,24,Abu Dhabi Grand Prix,2011-11-13,13:00:00,http://en.wikipedia.org/wiki/2011_Abu_Dhabi_Grand_Prix,,,,,,,,,,,buemi,,BUE,Sébastien,Buemi,1988-10-31,Swiss,http://en.wikipedia.org/wiki/S%C3%A9bastien_Buemi,toro_rosso,Toro Rosso,Italian,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,http://en.wikipedia.org/wiki/Yas_Marina_Circuit,Hydraulics,http://en.wikipedia.org/wiki/2011_Formula_One_season,13.0,101.737,101.009,,15.0,15.0,0.0,,,41.0,8.0,0.0,0.0
21206,858,816,166,25.0,21,,R,23,0.0,18,,,16.0,23.0,1:51.196,179.812,23,111.196,2011,18,24,Abu Dhabi Grand Prix,2011-11-13,13:00:00,http://en.wikipedia.org/wiki/2011_Abu_Dhabi_Grand_Prix,,,,,,,,,,,ambrosio,,DAM,Jérôme,d'Ambrosio,1985-12-27,Belgian,http://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_d%27Ambrosio,virgin,Virgin,British,http://en.wikipedia.org/wiki/Virgin_Racing,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,http://en.wikipedia.org/wiki/Yas_Marina_Circuit,Brakes,http://en.wikipedia.org/wiki/2011_Formula_One_season,22.0,104.699,,,0.0,24.0,0.0,,,0.0,12.0,0.0,0.0
21207,858,20,9,1.0,1,,R,24,0.0,1,,,,0.0,,,29,,2011,18,24,Abu Dhabi Grand Prix,2011-11-13,13:00:00,http://en.wikipedia.org/wiki/2011_Abu_Dhabi_Grand_Prix,,,,,,,,,,,vettel,5.0,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,red_bull,Red Bull,Austrian,http://en.wikipedia.org/wiki/Red_Bull_Racing,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,http://en.wikipedia.org/wiki/Yas_Marina_Circuit,Puncture,http://en.wikipedia.org/wiki/2011_Formula_One_season,1.0,100.47800000000001,98.51599999999999,98.481,374.0,1.0,11.0,,,607.0,1.0,11.0,12.0
21208,859,17,9,2.0,2,1.0,1,1,25.0,71,1:32:17.464,5537464.0,71.0,1.0,1:15.324,205.942,1,75.324,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,webber,,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),red_bull,Red Bull,Austrian,http://en.wikipedia.org/wiki/Red_Bull_Racing,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Finished,http://en.wikipedia.org/wiki/2011_Formula_One_season,2.0,73.467,72.658,72.099,258.0,3.0,1.0,,,650.0,1.0,12.0,43.0
21209,859,20,9,1.0,1,2.0,2,2,18.0,71,+16.983,5554447.0,68.0,3.0,1:16.076,203.906,1,76.076,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,vettel,5.0,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,red_bull,Red Bull,Austrian,http://en.wikipedia.org/wiki/Red_Bull_Racing,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Finished,http://en.wikipedia.org/wiki/2011_Formula_One_season,1.0,73.664,72.446,71.918,392.0,1.0,11.0,,,650.0,1.0,12.0,43.0
21210,859,18,1,4.0,3,3.0,3,3,15.0,71,+27.638,5565102.0,63.0,2.0,1:15.580,205.244,1,75.58,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,button,22.0,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Finished,http://en.wikipedia.org/wiki/2011_Formula_One_season,3.0,73.281,72.82,72.283,270.0,2.0,3.0,,,497.0,2.0,6.0,15.0
21211,859,4,6,5.0,5,4.0,4,4,12.0,71,+35.048,5572512.0,65.0,4.0,1:16.181,203.625,1,76.181,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,alonso,14.0,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Finished,http://en.wikipedia.org/wiki/2011_Formula_One_season,5.0,73.969,72.87,72.591,257.0,4.0,1.0,,,375.0,3.0,1.0,22.0
21212,859,13,6,6.0,7,5.0,5,5,10.0,71,+1:06.733,5604197.0,64.0,12.0,1:17.271,200.753,1,77.271,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,massa,19.0,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Finished,http://en.wikipedia.org/wiki/2011_Formula_One_season,7.0,74.269,73.291,73.068,118.0,6.0,0.0,,,375.0,3.0,1.0,22.0
21213,859,16,10,14.0,8,6.0,6,6,8.0,70,,,36.0,8.0,1:17.161,201.039,11,77.161,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,sutil,99.0,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil,force_india,Force India,Indian,http://en.wikipedia.org/wiki/Racing_Point_Force_India,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,+1 Lap,http://en.wikipedia.org/wiki/2011_Formula_One_season,8.0,73.48,73.261,73.298,42.0,9.0,0.0,,,69.0,6.0,0.0,12.0
21214,859,3,131,8.0,6,7.0,7,7,6.0,70,,,45.0,10.0,1:17.207,200.919,11,77.207,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,rosberg,6.0,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,+1 Lap,http://en.wikipedia.org/wiki/2011_Formula_One_season,6.0,74.083,72.569,73.05,89.0,7.0,0.0,,,165.0,4.0,0.0,6.0
21215,859,814,10,15.0,11,8.0,8,8,4.0,70,,,64.0,14.0,1:17.452,200.284,11,77.452,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,resta,40.0,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta,force_india,Force India,Indian,http://en.wikipedia.org/wiki/Racing_Point_Force_India,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,+1 Lap,http://en.wikipedia.org/wiki/2011_Formula_One_season,11.0,73.733,73.584,,27.0,13.0,0.0,,,69.0,6.0,0.0,12.0
21216,859,155,15,16.0,16,9.0,9,9,2.0,70,,,55.0,15.0,1:17.644,199.788,11,77.644,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,kobayashi,10.0,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber_Motorsport,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,+1 Lap,http://en.wikipedia.org/wiki/2011_Formula_One_season,16.0,74.571,74.129,,30.0,12.0,0.0,,,44.0,7.0,0.0,2.0
21217,859,808,4,10.0,15,10.0,10,10,1.0,70,,,58.0,7.0,1:17.011,201.43,11,77.011,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,petrov,,PET,Vitaly,Petrov,1984-09-08,Russian,http://en.wikipedia.org/wiki/Vitaly_Petrov,renault,Renault,French,http://en.wikipedia.org/wiki/Renault_in_Formula_One,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,+1 Lap,http://en.wikipedia.org/wiki/2011_Formula_One_season,15.0,73.859,74.053,,37.0,10.0,0.0,,,73.0,5.0,0.0,1.0
21218,859,153,5,19.0,13,11.0,11,11,0.0,70,,,55.0,9.0,1:17.162,201.036,11,77.162,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,alguersuari,,ALG,Jaime,Alguersuari,1990-03-23,Spanish,http://en.wikipedia.org/wiki/Jaime_Alguersuari,toro_rosso,Toro Rosso,Italian,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,+1 Lap,http://en.wikipedia.org/wiki/2011_Formula_One_season,13.0,74.225,73.804,,26.0,14.0,0.0,,,41.0,8.0,0.0,0.0
21219,859,67,5,18.0,14,12.0,12,12,0.0,70,,,59.0,13.0,1:17.428,200.346,11,77.428,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,buemi,,BUE,Sébastien,Buemi,1988-10-31,Swiss,http://en.wikipedia.org/wiki/S%C3%A9bastien_Buemi,toro_rosso,Toro Rosso,Italian,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,+1 Lap,http://en.wikipedia.org/wiki/2011_Formula_One_season,14.0,74.5,73.919,,15.0,15.0,0.0,,,41.0,8.0,0.0,0.0
21220,859,815,15,17.0,17,13.0,13,13,0.0,70,,,63.0,16.0,1:17.780,199.439,11,77.78,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,perez,11.0,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber_Motorsport,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,+1 Lap,http://en.wikipedia.org/wiki/2011_Formula_One_season,17.0,74.43,74.182,,14.0,16.0,0.0,,,44.0,7.0,0.0,2.0
21221,859,22,3,11.0,12,14.0,14,14,0.0,70,,,70.0,6.0,1:16.684,202.289,11,76.684,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,barrichello,,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,+1 Lap,http://en.wikipedia.org/wiki/2011_Formula_One_season,12.0,74.117,73.801,,4.0,17.0,0.0,,,5.0,9.0,0.0,0.0
21222,859,30,131,7.0,10,15.0,15,15,0.0,70,,,62.0,5.0,1:16.681,202.297,11,76.681,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,michael_schumacher,,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,+1 Lap,http://en.wikipedia.org/wiki/2011_Formula_One_season,10.0,73.694,73.571,,76.0,8.0,0.0,,,165.0,4.0,0.0,6.0
21223,859,5,205,20.0,19,16.0,16,16,0.0,69,,,69.0,17.0,1:18.023,198.818,12,78.023,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,kovalainen,,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen,lotus_racing,Lotus,Malaysian,http://en.wikipedia.org/wiki/Lotus_Racing,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,+2 Laps,http://en.wikipedia.org/wiki/2011_Formula_One_season,19.0,75.068,,,0.0,22.0,0.0,,,0.0,10.0,0.0,0.0
21224,859,811,4,9.0,9,17.0,17,17,0.0,69,,,62.0,18.0,1:18.274,198.18,12,78.274,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,bruno_senna,,SEN,Bruno,Senna,1983-10-15,Brazilian,http://en.wikipedia.org/wiki/Bruno_Senna,renault,Renault,French,http://en.wikipedia.org/wiki/Renault_in_Formula_One,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,+2 Laps,http://en.wikipedia.org/wiki/2011_Formula_One_season,9.0,74.453,73.3,73.761,2.0,18.0,0.0,,,73.0,5.0,0.0,1.0
21225,859,15,205,21.0,20,18.0,18,18,0.0,69,,,47.0,19.0,1:18.596,197.368,12,78.596,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,trulli,,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli,lotus_racing,Lotus,Malaysian,http://en.wikipedia.org/wiki/Lotus_Racing,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,+2 Laps,http://en.wikipedia.org/wiki/2011_Formula_One_season,20.0,75.358,,,0.0,21.0,0.0,,,0.0,10.0,0.0,0.0
21226,859,816,166,25.0,23,19.0,19,19,0.0,68,,,60.0,22.0,1:19.902,194.142,13,79.902,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,ambrosio,,DAM,Jérôme,d'Ambrosio,1985-12-27,Belgian,http://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_d%27Ambrosio,virgin,Virgin,British,http://en.wikipedia.org/wiki/Virgin_Racing,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,+3 Laps,http://en.wikipedia.org/wiki/2011_Formula_One_season,23.0,77.019,,,0.0,24.0,0.0,,,0.0,12.0,0.0,0.0
21227,859,817,164,22.0,22,20.0,20,20,0.0,68,,,64.0,20.0,1:19.649,194.759,13,79.649,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,ricciardo,3.0,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo,hrt,HRT,Spanish,http://en.wikipedia.org/wiki/Hispania_Racing,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,+3 Laps,http://en.wikipedia.org/wiki/2011_Formula_One_season,22.0,76.89,,,0.0,27.0,0.0,,,0.0,11.0,0.0,0.0
21228,859,24,164,23.0,21,,R,21,0.0,61,,,60.0,23.0,1:20.648,192.346,31,80.648,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,liuzzi,,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi,hrt,HRT,Spanish,http://en.wikipedia.org/wiki/Hispania_Racing,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Retired,http://en.wikipedia.org/wiki/2011_Formula_One_season,21.0,76.631,,,0.0,23.0,0.0,,,0.0,11.0,0.0,0.0
21229,859,1,1,3.0,4,,R,22,0.0,46,,,35.0,11.0,1:17.209,200.914,6,77.209,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,hamilton,44.0,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Gearbox,http://en.wikipedia.org/wiki/2011_Formula_One_season,4.0,73.361,72.811,72.48,227.0,5.0,3.0,,,497.0,2.0,6.0,15.0
21230,859,813,3,12.0,18,,R,23,0.0,26,,,26.0,21.0,1:19.706,194.62,31,79.706,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,maldonado,13.0,MAL,Pastor,Maldonado,1985-03-09,Venezuelan,http://en.wikipedia.org/wiki/Pastor_Maldonado,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Retired,http://en.wikipedia.org/wiki/2011_Formula_One_season,18.0,74.625,,,1.0,19.0,0.0,,,5.0,9.0,0.0,0.0
21231,859,10,166,24.0,24,,R,24,0.0,21,,,14.0,24.0,1:21.773,189.7,31,81.773,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,,,,,,,,,,,glock,,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock,virgin,Virgin,British,http://en.wikipedia.org/wiki/Virgin_Racing,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Retired,http://en.wikipedia.org/wiki/2011_Formula_One_season,24.0,77.06,,,0.0,25.0,0.0,,,0.0,12.0,0.0,0.0
21232,860,18,1,3.0,2,1.0,1,1,25.0,58,1:34:09.565,5649565.0,56.0,1.0,1:29.187,214.053,1,89.187,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,,,,,,,,,,,button,22.0,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Finished,http://en.wikipedia.org/wiki/2012_Formula_One_season,2.0,86.832,85.663,85.074,25.0,1.0,1.0,,,40.0,1.0,1.0,40.0
21233,860,20,9,1.0,6,2.0,2,2,18.0,58,+2.139,5651704.0,57.0,2.0,1:29.417,213.503,1,89.417,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,,,,,,,,,,,vettel,5.0,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,red_bull,Red Bull,Austrian,http://en.wikipedia.org/wiki/Red_Bull_Racing,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Finished,http://en.wikipedia.org/wiki/2012_Formula_One_season,6.0,86.773,85.982,85.668,18.0,2.0,0.0,,,30.0,2.0,0.0,30.0
21234,860,1,1,4.0,1,3.0,3,3,15.0,58,+4.075,5653640.0,57.0,4.0,1:29.538,213.214,1,89.538,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,,,,,,,,,,,hamilton,44.0,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Finished,http://en.wikipedia.org/wiki/2012_Formula_One_season,1.0,86.8,85.626,84.922,15.0,3.0,0.0,,,40.0,1.0,1.0,40.0
21235,860,17,9,2.0,5,4.0,4,4,12.0,58,+4.547,5654112.0,57.0,3.0,1:29.438,213.452,1,89.438,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,,,,,,,,,,,webber,,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),red_bull,Red Bull,Austrian,http://en.wikipedia.org/wiki/Red_Bull_Racing,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Finished,http://en.wikipedia.org/wiki/2012_Formula_One_season,5.0,87.117,86.59700000000001,85.651,12.0,4.0,0.0,,,30.0,2.0,0.0,30.0
21236,860,4,6,5.0,12,5.0,5,5,10.0,58,+21.565,5671130.0,52.0,7.0,1:30.277,211.469,1,90.277,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,,,,,,,,,,,alonso,14.0,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Finished,http://en.wikipedia.org/wiki/2012_Formula_One_season,12.0,86.688,86.494,,10.0,5.0,0.0,,,10.0,4.0,0.0,10.0
21237,860,155,15,14.0,13,6.0,6,6,8.0,58,+36.766,5686331.0,55.0,10.0,1:30.620,210.668,1,90.62,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,,,,,,,,,,,kobayashi,10.0,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber_Motorsport,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Finished,http://en.wikipedia.org/wiki/2012_Formula_One_season,13.0,86.182,86.59,,8.0,6.0,0.0,,,12.0,3.0,0.0,12.0
